,Date,PumpPriceP,PumpPriceD,DutyP,DutyD,VatP,VatD,inflation,adjusted
0,2006-01-02,88.03,92.27,47.1,47.1,17.5,17.5,2.2,88.03
1,2006-01-09,88.56,92.94,47.1,47.1,17.5,17.5,2.2,88.56
2,2006-01-16,89.01,93.19,47.1,47.1,17.5,17.5,2.2,89.01
3,2006-01-23,89.55,93.62,47.1,47.1,17.5,17.5,2.2,89.55
4,2006-01-30,89.88,93.93,47.1,47.1,17.5,17.5,2.2,89.88
5,2006-02-06,89.73,93.85,47.1,47.1,17.5,17.5,2.2,89.73
6,2006-02-13,89.65,93.77,47.1,47.1,17.5,17.5,2.2,89.65
7,2006-02-20,89.6,93.75,47.1,47.1,17.5,17.5,2.2,89.6
8,2006-02-27,89.51,93.69,47.1,47.1,17.5,17.5,2.2,89.51
9,2006-03-06,89.37,93.63,47.1,47.1,17.5,17.5,2.0,98.30700000000002
10,2006-03-13,89.55,93.85,47.1,47.1,17.5,17.5,2.0,98.50500000000001
11,2006-03-20,90.19,94.42,47.1,47.1,17.5,17.5,2.0,99.209
12,2006-03-27,91.16,94.95,47.1,47.1,17.5,17.5,2.0,100.27600000000001
13,2006-04-03,91.78,95.64,47.1,47.1,17.5,17.5,2.2,91.78
14,2006-04-10,92.77,96.4,47.1,47.1,17.5,17.5,2.2,92.77
15,2006-04-18,94.23,97.64,47.1,47.1,17.5,17.5,2.2,94.23
16,2006-04-24,95.35,98.5,47.1,47.1,17.5,17.5,2.2,95.35
17,2006-05-01,96.13,98.9,47.1,47.1,17.5,17.5,2.4,88.11916666666667
18,2006-05-08,96.46,98.9,47.1,47.1,17.5,17.5,2.4,88.42166666666667
19,2006-05-15,96.39,98.74,47.1,47.1,17.5,17.5,2.4,88.3575
20,2006-05-22,96.1,98.5,47.1,47.1,17.5,17.5,2.4,88.09166666666667
21,2006-05-29,95.36,97.69,47.1,47.1,17.5,17.5,2.4,87.41333333333334
22,2006-06-05,95.24,97.55,47.1,47.1,17.5,17.5,2.6,80.58769230769231
23,2006-06-12,95.49,97.75,47.1,47.1,17.5,17.5,2.6,80.79923076923076
24,2006-06-19,95.44,97.77,47.1,47.1,17.5,17.5,2.6,80.75692307692307
25,2006-06-26,94.97,97.36,47.1,47.1,17.5,17.5,2.6,80.35923076923076
26,2006-07-03,95.27,97.6,47.1,47.1,17.5,17.5,2.5,83.83760000000001
27,2006-07-10,95.69,97.99,47.1,47.1,17.5,17.5,2.5,84.20720000000001
28,2006-07-17,96.88,98.74,47.1,47.1,17.5,17.5,2.5,85.2544
29,2006-07-24,97.78,99.41,47.1,47.1,17.5,17.5,2.5,86.0464
30,2006-07-31,97.83,99.41,47.1,47.1,17.5,17.5,2.5,86.09040000000002
31,2006-08-07,98.05,99.57,47.1,47.1,17.5,17.5,2.6,82.96538461538461
32,2006-08-14,97.82,99.45,47.1,47.1,17.5,17.5,2.6,82.77076923076922
33,2006-08-21,95.74,97.93,47.1,47.1,17.5,17.5,2.6,81.01076923076923
34,2006-08-28,94.4,96.67,47.1,47.1,17.5,17.5,2.6,79.87692307692308
35,2006-09-04,92.88,95.92,47.1,47.1,17.5,17.5,2.5,81.73440000000001
36,2006-09-11,91.48,95.34,47.1,47.1,17.5,17.5,2.5,80.50240000000001
37,2006-09-18,89.78,94.95,47.1,47.1,17.5,17.5,2.5,79.00640000000001
38,2006-09-25,88.2,93.51,47.1,47.1,17.5,17.5,2.5,77.61600000000001
39,2006-10-02,86.95,92.13,47.1,47.1,17.5,17.5,2.5,76.51600000000002
40,2006-10-09,86.6,91.74,47.1,47.1,17.5,17.5,2.5,76.208
41,2006-10-16,85.91,91.59,47.1,47.1,17.5,17.5,2.5,75.6008
42,2006-10-23,85.74,91.22,47.1,47.1,17.5,17.5,2.5,75.4512
43,2006-10-30,85.6,91.17,47.1,47.1,17.5,17.5,2.5,75.328
44,2006-11-06,85.54,91.12,47.1,47.1,17.5,17.5,2.8,67.21000000000001
45,2006-11-13,85.49,91.15,47.1,47.1,17.5,17.5,2.8,67.1707142857143
46,2006-11-20,85.45,91.17,47.1,47.1,17.5,17.5,2.8,67.13928571428572
47,2006-11-27,85.47,91.17,47.1,47.1,17.5,17.5,2.8,67.155
48,2006-12-04,85.46,91.5,47.1,47.1,17.5,17.5,2.9,64.83172413793103
49,2006-12-11,87.44,92.96,48.35,48.35,17.5,17.5,2.9,66.33379310344829
50,2006-12-18,87.7,93.26,48.35,48.35,17.5,17.5,2.9,66.53103448275863
51,2006-12-25,87.9,93.41,48.35,48.35,17.5,17.5,2.9,66.68275862068967
52,2007-01-01,87.85,93.4,48.35,48.35,17.5,17.5,2.7,71.58148148148149
53,2007-01-08,87.66,93.11,48.35,48.35,17.5,17.5,2.7,71.42666666666668
54,2007-01-15,87.1,91.55,48.35,48.35,17.5,17.5,2.7,70.97037037037038
55,2007-01-22,86.28,90.45,48.35,48.35,17.5,17.5,2.7,70.30222222222223
56,2007-01-29,85.66,89.7,48.35,48.35,17.5,17.5,2.7,69.79703703703704
57,2007-02-05,85.62,89.63,48.35,48.35,17.5,17.5,2.7,69.76444444444445
58,2007-02-12,86.12,90.11,48.35,48.35,17.5,17.5,2.7,70.17185185185186
59,2007-02-19,86.6,90.55,48.35,48.35,17.5,17.5,2.7,70.56296296296297
60,2007-02-26,87.07,91.02,48.35,48.35,17.5,17.5,2.7,70.94592592592592
61,2007-03-05,87.74,91.59,48.35,48.35,17.5,17.5,2.9,66.56137931034483
62,2007-03-12,88.48,92.17,48.35,48.35,17.5,17.5,2.9,67.12275862068967
63,2007-03-19,88.93,92.61,48.35,48.35,17.5,17.5,2.9,67.4641379310345
64,2007-03-26,89.32,92.91,48.35,48.35,17.5,17.5,2.9,67.76
65,2007-04-02,90.47,93.9,48.35,48.35,17.5,17.5,2.7,73.7162962962963
66,2007-04-10,91.18,94.33,48.35,48.35,17.5,17.5,2.7,74.29481481481483
67,2007-04-16,91.99,94.86,48.35,48.35,17.5,17.5,2.7,74.95481481481481
68,2007-04-23,92.93,95.39,48.35,48.35,17.5,17.5,2.7,75.72074074074075
69,2007-04-30,93.45,95.71,48.35,48.35,17.5,17.5,2.7,76.14444444444446
70,2007-05-07,94.43,96.12,48.35,48.35,17.5,17.5,2.5,83.09840000000001
71,2007-05-14,95.07,96.47,48.35,48.35,17.5,17.5,2.5,83.6616
72,2007-05-21,95.71,96.69,48.35,48.35,17.5,17.5,2.5,84.2248
73,2007-05-28,96.16,96.99,48.35,48.35,17.5,17.5,2.5,84.6208
74,2007-06-04,96.51,97.19,48.35,48.35,17.5,17.5,2.5,84.92880000000001
75,2007-06-11,96.61,97.2,48.35,48.35,17.5,17.5,2.5,85.01680000000002
76,2007-06-18,96.56,97.11,48.35,48.35,17.5,17.5,2.5,84.9728
77,2007-06-25,96.54,97.12,48.35,48.35,17.5,17.5,2.5,84.95520000000002
78,2007-07-02,96.36,96.89,48.35,48.35,17.5,17.5,2.0,105.99600000000001
79,2007-07-09,96.2,96.78,48.35,48.35,17.5,17.5,2.0,105.82000000000001
80,2007-07-16,96.21,96.79,48.35,48.35,17.5,17.5,2.0,105.831
81,2007-07-23,96.23,96.83,48.35,48.35,17.5,17.5,2.0,105.85300000000001
82,2007-07-30,96.2,96.77,48.35,48.35,17.5,17.5,2.0,105.82000000000001
83,2007-08-06,96.15,96.72,48.35,48.35,17.5,17.5,2.0,105.76500000000001
84,2007-08-13,96.0,96.7,48.35,48.35,17.5,17.5,2.0,105.60000000000001
85,2007-08-20,95.31,96.59,48.35,48.35,17.5,17.5,2.0,104.84100000000001
86,2007-08-27,95.0,96.37,48.35,48.35,17.5,17.5,2.0,104.50000000000001
87,2007-09-03,94.8,96.37,48.35,48.35,17.5,17.5,2.0,104.28
88,2007-09-10,94.63,96.34,48.35,48.35,17.5,17.5,2.0,104.093
89,2007-09-17,94.65,96.45,48.35,48.35,17.5,17.5,2.0,104.11500000000001
90,2007-09-24,94.91,96.9,48.35,48.35,17.5,17.5,2.0,104.40100000000001
91,2007-10-01,96.39,98.51,50.35,50.35,17.5,17.5,2.3,92.19913043478262
92,2007-10-08,97.14,99.1,50.35,50.35,17.5,17.5,2.3,92.91652173913045
93,2007-10-15,97.19,99.18,50.35,50.35,17.5,17.5,2.3,92.96434782608696
94,2007-10-22,97.81,99.89,50.35,50.35,17.5,17.5,2.3,93.55739130434785
95,2007-10-29,98.26,100.69,50.35,50.35,17.5,17.5,2.3,93.98782608695655
96,2007-11-05,99.36,102.16,50.35,50.35,17.5,17.5,2.2,99.36
97,2007-11-12,100.74,104.17,50.35,50.35,17.5,17.5,2.2,100.74
98,2007-11-19,101.47,105.28,50.35,50.35,17.5,17.5,2.2,101.47
99,2007-11-26,102.13,106.25,50.35,50.35,17.5,17.5,2.2,102.13
100,2007-12-03,102.58,107.19,50.35,50.35,17.5,17.5,2.3,98.12000000000002
101,2007-12-10,102.67,107.47,50.35,50.35,17.5,17.5,2.3,98.20608695652176
102,2007-12-17,102.6,107.56,50.35,50.35,17.5,17.5,2.3,98.13913043478261
103,2007-12-24,102.53,107.5,50.35,50.35,17.5,17.5,2.3,98.0721739130435
104,2007-12-31,102.66,107.61,50.35,50.35,17.5,17.5,2.3,98.19652173913045
105,2008-01-07,103.37,108.29,50.35,50.35,17.5,17.5,2.4,94.75583333333334
106,2008-01-14,103.82,108.77,50.35,50.35,17.5,17.5,2.4,95.16833333333334
107,2008-01-21,104.22,109.09,50.35,50.35,17.5,17.5,2.4,95.53500000000001
108,2008-01-28,104.22,109.11,50.35,50.35,17.5,17.5,2.4,95.53500000000001
109,2008-02-04,104.03,108.99,50.35,50.35,17.5,17.5,2.6,88.02538461538461
110,2008-02-11,103.67,108.86,50.35,50.35,17.5,17.5,2.6,87.72076923076924
111,2008-02-18,103.7,108.99,50.35,50.35,17.5,17.5,2.6,87.74615384615385
112,2008-02-25,104.65,110.21,50.35,50.35,17.5,17.5,2.6,88.55
113,2008-03-03,105.24,110.9,50.35,50.35,17.5,17.5,2.6,89.04923076923076
114,2008-03-10,105.96,112.23,50.35,50.35,17.5,17.5,2.6,89.65846153846154
115,2008-03-17,106.41,113.08,50.35,50.35,17.5,17.5,2.6,90.03923076923077
116,2008-03-24,106.9,114.4,50.35,50.35,17.5,17.5,2.6,90.45384615384616
117,2008-03-31,107.1,114.79,50.35,50.35,17.5,17.5,2.6,90.62307692307692
118,2008-04-07,107.24,115.47,50.35,50.35,17.5,17.5,3.0,78.64266666666667
119,2008-04-14,107.61,116.51,50.35,50.35,17.5,17.5,3.0,78.914
120,2008-04-21,108.57,118.06,50.35,50.35,17.5,17.5,3.0,79.618
121,2008-04-28,109.5,119.1,50.35,50.35,17.5,17.5,3.0,80.30000000000001
122,2008-05-05,110.3,120.37,50.35,50.35,17.5,17.5,3.3,73.53333333333335
123,2008-05-12,111.04,121.49,50.35,50.35,17.5,17.5,3.3,74.02666666666669
124,2008-05-19,112.96,124.5,50.35,50.35,17.5,17.5,3.3,75.30666666666667
125,2008-05-26,114.79,127.21,50.35,50.35,17.5,17.5,3.3,76.52666666666669
126,2008-06-02,116.03,128.82,50.35,50.35,17.5,17.5,3.7,68.99081081081081
127,2008-06-09,116.86,129.68,50.35,50.35,17.5,17.5,3.7,69.48432432432433
128,2008-06-16,117.69,130.66,50.35,50.35,17.5,17.5,3.7,69.97783783783784
129,2008-06-23,118.44,131.45,50.35,50.35,17.5,17.5,3.7,70.42378378378379
130,2008-06-30,118.84,132.03,50.35,50.35,17.5,17.5,3.7,70.66162162162163
131,2008-07-07,119.28,132.55,50.35,50.35,17.5,17.5,4.2,62.480000000000004
132,2008-07-14,119.44,132.87,50.35,50.35,17.5,17.5,4.2,62.563809523809525
133,2008-07-21,119.4,132.89,50.35,50.35,17.5,17.5,4.2,62.54285714285715
134,2008-07-28,116.91,130.71,50.35,50.35,17.5,17.5,4.2,61.23857142857143
135,2008-08-04,115.06,128.19,50.35,50.35,17.5,17.5,4.4,57.53
136,2008-08-11,113.92,126.2,50.35,50.35,17.5,17.5,4.4,56.96
137,2008-08-18,112.22,124.1,50.35,50.35,17.5,17.5,4.4,56.11
138,2008-08-25,112.02,123.74,50.35,50.35,17.5,17.5,4.4,56.01
139,2008-09-01,112.2,123.89,50.35,50.35,17.5,17.5,4.8,51.425000000000004
140,2008-09-08,112.55,124.2,50.35,50.35,17.5,17.5,4.8,51.58541666666667
141,2008-09-15,112.51,124.14,50.35,50.35,17.5,17.5,4.8,51.56708333333334
142,2008-09-22,110.81,122.61,50.35,50.35,17.5,17.5,4.8,50.787916666666675
143,2008-09-29,109.85,121.65,50.35,50.35,17.5,17.5,4.8,50.34791666666667
144,2008-10-06,109.45,121.14,50.35,50.35,17.5,17.5,4.2,57.33095238095238
145,2008-10-13,107.04,118.42,50.35,50.35,17.5,17.5,4.2,56.06857142857143
146,2008-10-20,102.66,114.31,50.35,50.35,17.5,17.5,4.2,53.77428571428572
147,2008-10-27,98.62,111.01,50.35,50.35,17.5,17.5,4.2,51.65809523809524
148,2008-11-03,97.4,109.87,50.35,50.35,17.5,17.5,3.8,56.38947368421053
149,2008-11-10,95.89,109.13,50.35,50.35,17.5,17.5,3.8,55.515263157894736
150,2008-11-17,94.83,108.73,50.35,50.35,17.5,17.5,3.8,54.90157894736842
151,2008-11-24,92.79,107.78,50.35,50.35,17.5,17.5,3.8,53.72052631578948
152,2008-12-01,91.47,106.56,52.35,52.35,15.0,15.0,3.0,67.078
153,2008-12-08,90.16,104.87,52.35,52.35,15.0,15.0,3.0,66.11733333333333
154,2008-12-15,89.07,101.24,52.35,52.35,15.0,15.0,3.0,65.318
155,2008-12-22,88.01,99.94,52.35,52.35,15.0,15.0,3.0,64.54066666666668
156,2008-12-29,87.34,99.17,52.35,52.35,15.0,15.0,3.0,64.04933333333334
157,2009-01-05,85.42,97.57,52.35,52.35,15.0,15.0,2.9,64.80137931034484
158,2009-01-12,86.02,98.32,52.35,52.35,15.0,15.0,2.9,65.25655172413794
159,2009-01-19,86.19,98.45,52.35,52.35,15.0,15.0,2.9,65.38551724137932
160,2009-01-26,87.42,99.39,52.35,52.35,15.0,15.0,2.9,66.31862068965518
161,2009-02-02,88.16,99.82,52.35,52.35,15.0,15.0,3.1,62.56516129032258
162,2009-02-09,89.28,100.31,52.35,52.35,15.0,15.0,3.1,63.36000000000001
163,2009-02-16,90.12,100.86,52.35,52.35,15.0,15.0,3.1,63.95612903225807
164,2009-02-23,90.33,100.81,52.35,52.35,15.0,15.0,3.1,64.10516129032258
165,2009-03-02,90.28,100.64,52.35,52.35,15.0,15.0,2.8,70.93428571428572
166,2009-03-09,90.15,100.03,52.35,52.35,15.0,15.0,2.8,70.83214285714287
167,2009-03-16,90.16,100.0,52.35,52.35,15.0,15.0,2.8,70.84
168,2009-03-23,90.16,99.52,52.35,52.35,15.0,15.0,2.8,70.84
169,2009-03-30,91.35,99.98,52.35,52.35,15.0,15.0,2.8,71.775
170,2009-04-06,93.72,102.14,54.19,54.19,15.0,15.0,2.3,89.64521739130436
171,2009-04-13,94.11,102.44,54.19,54.19,15.0,15.0,2.3,90.01826086956522
172,2009-04-20,94.62,102.71,54.19,54.19,15.0,15.0,2.3,90.50608695652176
173,2009-04-27,95.13,102.83,54.19,54.19,15.0,15.0,2.3,90.99391304347827
174,2009-05-04,95.6,102.8,54.19,54.19,15.0,15.0,2.1,100.15238095238095
175,2009-05-11,96.59,103.1,54.19,54.19,15.0,15.0,2.1,101.18952380952382
176,2009-05-18,97.54,103.37,54.19,54.19,15.0,15.0,2.1,102.18476190476191
177,2009-05-25,98.9,103.55,54.19,54.19,15.0,15.0,2.1,103.60952380952382
178,2009-06-01,99.39,103.55,54.19,54.19,15.0,15.0,1.7,128.62235294117647
179,2009-06-08,100.59,103.78,54.19,54.19,15.0,15.0,1.7,130.17529411764707
180,2009-06-15,101.98,104.5,54.19,54.19,15.0,15.0,1.7,131.97411764705885
181,2009-06-22,102.81,104.92,54.19,54.19,15.0,15.0,1.7,133.04823529411766
182,2009-06-29,103.3,105.05,54.19,54.19,15.0,15.0,1.7,133.68235294117648
183,2009-07-06,103.57,105.11,54.19,54.19,15.0,15.0,1.6,142.40875
184,2009-07-13,102.78,104.04,54.19,54.19,15.0,15.0,1.6,141.3225
185,2009-07-20,102.22,102.99,54.19,54.19,15.0,15.0,1.6,140.5525
186,2009-07-27,102.17,102.91,54.19,54.19,15.0,15.0,1.6,140.48375000000001
187,2009-08-03,102.36,103.2,54.19,54.19,15.0,15.0,1.4,160.85142857142858
188,2009-08-10,103.01,103.79,54.19,54.19,15.0,15.0,1.4,161.87285714285716
189,2009-08-17,103.96,104.45,54.19,54.19,15.0,15.0,1.4,163.3657142857143
190,2009-08-24,104.7,105.11,54.19,54.19,15.0,15.0,1.4,164.52857142857144
191,2009-08-31,105.11,105.5,54.19,54.19,15.0,15.0,1.4,165.17285714285717
192,2009-09-07,106.85,107.3,56.19,56.19,15.0,15.0,1.0,235.07
193,2009-09-14,106.43,107.09,56.19,56.19,15.0,15.0,1.0,234.14600000000004
194,2009-09-21,105.96,106.79,56.19,56.19,15.0,15.0,1.0,233.112
195,2009-09-28,105.44,106.39,56.19,56.19,15.0,15.0,1.0,231.96800000000002
196,2009-10-05,104.87,105.85,56.19,56.19,15.0,15.0,1.2,192.26166666666668
197,2009-10-12,104.71,105.69,56.19,56.19,15.0,15.0,1.2,191.96833333333333
198,2009-10-19,105.08,106.28,56.19,56.19,15.0,15.0,1.2,192.64666666666668
199,2009-10-26,106.76,107.78,56.19,56.19,15.0,15.0,1.2,195.7266666666667
200,2009-11-02,107.43,108.51,56.19,56.19,15.0,15.0,1.5,157.56400000000002
201,2009-11-09,108.1,109.35,56.19,56.19,15.0,15.0,1.5,158.54666666666668
202,2009-11-16,108.48,109.65,56.19,56.19,15.0,15.0,1.5,159.104
203,2009-11-23,108.73,109.87,56.19,56.19,15.0,15.0,1.5,159.4706666666667
204,2009-11-30,108.79,109.99,56.19,56.19,15.0,15.0,1.5,159.55866666666668
205,2009-12-07,108.64,109.87,56.19,56.19,15.0,15.0,2.1,113.81333333333333
206,2009-12-14,108.5,109.57,56.19,56.19,15.0,15.0,2.1,113.66666666666667
207,2009-12-21,107.47,109.13,56.19,56.19,15.0,15.0,2.1,112.58761904761906
208,2009-12-28,107.44,109.17,56.19,56.19,15.0,15.0,2.1,112.55619047619048
209,2010-01-04,109.34,111.08,56.19,56.19,17.5,17.5,2.6,92.51846153846154
210,2010-01-11,110.72,112.59,56.19,56.19,17.5,17.5,2.6,93.68615384615384
211,2010-01-18,111.6,113.39,56.19,56.19,17.5,17.5,2.6,94.43076923076923
212,2010-01-25,111.87,113.71,56.19,56.19,17.5,17.5,2.6,94.65923076923077
213,2010-02-01,111.91,113.75,56.19,56.19,17.5,17.5,2.1,117.23904761904762
214,2010-02-08,111.95,113.79,56.19,56.19,17.5,17.5,2.1,117.28095238095239
215,2010-02-15,111.89,113.68,56.19,56.19,17.5,17.5,2.1,117.21809523809524
216,2010-02-22,111.56,112.76,56.19,56.19,17.5,17.5,2.1,116.87238095238096
217,2010-03-01,112.42,113.41,56.19,56.19,17.5,17.5,2.4,103.05166666666668
218,2010-03-08,113.71,114.68,56.19,56.19,17.5,17.5,2.4,104.23416666666667
219,2010-03-15,115.46,116.21,56.19,56.19,17.5,17.5,2.4,105.83833333333334
220,2010-03-22,116.59,117.28,56.19,56.19,17.5,17.5,2.4,106.87416666666668
221,2010-03-29,117.28,118.21,56.19,56.19,17.5,17.5,2.4,107.50666666666667
222,2010-04-05,119.29,120.09,57.19,57.19,17.5,17.5,2.7,97.19925925925928
223,2010-04-12,119.94,121.11,57.19,57.19,17.5,17.5,2.7,97.72888888888889
224,2010-04-19,120.55,121.74,57.19,57.19,17.5,17.5,2.7,98.22592592592594
225,2010-04-26,120.99,122.31,57.19,57.19,17.5,17.5,2.7,98.58444444444444
226,2010-05-03,121.18,122.68,57.19,57.19,17.5,17.5,2.5,106.63840000000002
